,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
128,3110,"Less than two hours after the tragedy , CNN had already found a talking head to put on who claimed the tragedy was `` inevitable '' due to Arizona 's gun laws and because `` the Right in Arizona , and I 'm speaking very broadly , has been stoking the fires of a heated anger and rage successfully in this state .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,c,c,a,a,a,a
129,3534,"It was a clearly observable law that the more bitterly a woman could be heard complaining of the university 's institutional sexism , the more likely it was that she was ugly , hopelessly passive , or not all that bright .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,a,c,a,c,c,b,b,a,b
130,408,"And Obama 's pick to head the Department of Agriculture , former Iowa governor Tom Vilsack , is an enthusiastic supporter of one of the most foolish and damaging federal economic manipulations around , endless ethanol subsidies .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,a,b,b,a,c,c,b,b,a,b
131,3843,"`` We want to change people 's minds about the horror of abortion , '' he said , `` to make it clear that it 's not right to kill children in the womb .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,b,a,c,c,b,b,a,b
132,2009,"It is important to recall that the scale of economic damage that , potentially , could be unleashed by invasive regulation of industry in the name of fighting global warming is predicated on a theory of climate change that many highly credentialed scientists have called into question .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,b,b,b,c,c,b,b,a,b
133,2683,"Columbia University Professor Edmund S. Phelps , who won the 2006 Nobel Prize in economics , and his coauthor , Saifedean Ammous , assistant professor of economics at the Lebanese American University , write that the U.S. economy ceased to be a free market some time ago , yet the free market is blamed for the economic crisis .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,c,c,b,c,a,c,c,b,a,a,c
134,3317,"\* See , for example , Hot Talk , Cold Science , and Unstoppable Global Warming Every 1500 Years , by Dr. S. Fred Singer ; The Politically Incorrect Guide to Global Warming ( and Environmentalism ) and Red Hot Lies : How Global Warming Alarmists Use Threats , Fraud , and Deception to Keep You Misinformed by Christopher C. Horner ; and Meltdown , by Patrick Michaels .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,b,b,b,a,c,b,b,b,b
135,3485,"Despite the implication made in Obama 's mocking tone , in fact , things do trickle down , as in the case where a business investment creates jobs , or when the research of pharmaceutical firms prolongs our life span .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,a,b,a,c,c,a,b,a,c
136,2719,"In the space of a few generations , faith in freedom has been replaced with faith in regimentation -- of industry , finance , health , education , the environment , transportation , and just about every other activity that creates wealth or encourages independence of thought and action .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,a,a,c,c,b,b,a,b
137,99,The same exalted estimate of worker creativity and revolutionary fervor found in his writings of 1902 led Lenin in 1917 to believe that the dire economic crisis of that year could be easily solved simply by letting the workers smash the repressive state and forcing the capitalists to do their proper job .,Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,a,a,a,c,c,b,b,a,c
138,1533,"For the Conservative , the challenge is to deconstruct the Statist class argument and inspire the individual to appreciate the miracle of the free market and enthusiastically engage in it . ''",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,c,c,b,b,b,b
139,254,"Ironically , one reason we got into the current mess is that Washington spent the last few decades criticizing and fining mortgage lenders for not lending to low-income households with imperfect credit records -- a practice called redlining .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,c,c,b,b,a,c
140,1497,"When we forget that openness is our strength , opportunity is our drawing power , and skepticism of government intervention is our bulwark against tyranny , those are precisely the moments the country becomes a little less free .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,c,c,a,b,a,b
141,1308,"Many powerful political leaders in league with numerous special interest groups are constantly promoting amnesty , usually concealed behind deceptive terminology , as an important aspect of solving the illegal-immigration problem . ''",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,c,b,b,b,c,c,b,b,a,b
142,741,The government takes six per cent of most payrolls in Social Security Taxes and thus compels millions of individuals to postpone until later years the enjoyment of wealth they might otherwise enjoy today .,Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
143,608,"The Founders simply took it for granted that a republic relies on informed and virtuous citizens , and that informed and virtuous citizens are created in turn by strong families .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,a,b,b,a,b
144,2335,"In reality , skipped payments are a debt on the future , because fiduciary duty will eventually compel the state to make up for a missed payment much the way a bank forces a homeowner to make up for a missed mortgage payment . ''",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,c,c,b,c,a,c
145,1290,"Here , Associate Director ( James Tweeny ) outlines the office 's objectives , which include 1 ) `` allocating resources to areas that are producing the outcomes we value '' ( read : `` let 's jump on the ` diversity ' bandwagon '' ) ; 2 ) `` satisfy the requirements of accrediting agencies and funding agencies '' ( read : `` make connections with gurus like ( Shakti Butler ) '' ) ; 3 ) `` strengthen arguments for increased funding .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,c,c,b,a,a,a
146,2766,"In well-intended efforts to position pro-democracy reforms as nonpartisan , reformers often strip these process reforms of any hint that they would affect the outcomes we actually care about-for example , public decisions around jobs and the economy , health care , energy and the environment , war and peace .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,a,c,a,c,c,a,a,a,c
147,561,"Americans have been pushing back , as well they might , since the President 's promises about decreased premiums , lower costs , improved care , and retaining existing insurance have already been shot full of holes .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,c,a,c,c,b,b,a,a
148,1288,"In his 2004 preface to The Rise of the Creative Class , Florida declares that there is no reason why work such as cleaning offices and delivering food `` has to be rote '' and that the country needs to `` more fully tap the creative talents of the legions of people who work in hair salons .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,a,a,c,c,b,a,a,a
149,512,"The rationale for patent protection is that inventors , or the firms that employ them , will not spend large amounts of money to develop a product that a competitor who incurred no development expense can cheaply copy and produce , and thus sell profitably at a lower price than the inventor .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,c,b,c,c,b,b,a,c
150,302,"He was speaking to a group hosted by the AARP , the massive interest group whose aggressive advocacy for new entitlement spending has been instrumental in creating the daunting unfunded spending liabilities faced by future taxpayers .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,c,b,c,c,b,a,a,b
151,204,"However they phrased it , whatever synonyms they used for `` liberty '' ( including , impossibly enough , `` government '' ) and `` virtue '' ( including , logically enough , `` Christianity '' ) , the Founders insisted that liberty requires virtue .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,c,b,c,c,b,b,a,c
152,4018,"Encounter groups deliberately heighten peer pressure -- isolating holdouts of a viewpoint and intimidating weaker individuals by ridiculing them , cursing at them , yelling at them , and ostracizing them until they `` cave .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,c,c,a,c,c,a,b,a,c
153,2280,The passion for truth at the heart of Christian faith will always disturb the most passionate and proselytizing skeptics .,Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,b,c,c,c,c,a,b,c,c
154,890,"Abstract : Benkler 's 2006 magnum opus , The Wealth of Networks , argues that the networked information economy and public sphere offer improved possibilities for realizing such liberal values as personal autonomy , democratic participation , and a critical culture .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,c,a,a,a,a
155,1171,"One might note that all of these elements are increasingly under attack from politicians , but a successful assault on the access we have to the energy that powers our economy would devastate our country -- even if we did everything else right .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,c,c,b,c,c,b,b,a,c
156,301,"Thus he castigates the FDA , `` government bureaucrats , '' and private critics for restricting the freedom of the pharmaceutical industry and thereby reducing its incentives to find and to develop creative new medical treatments .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,b,a,c,c,b,b,a,b
157,997,"Washington is eager to subsidize such extravagances , and just as quick to threaten the loss of subsidies to states that rebel against federal priorities .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,c,a,c,c,b,b,a,c
158,733,"Bankruptcy in these conditions would allow the state to continue budgeting under the same structure as before , basically giving statehouses a clean slate without providing incentives to change the core of their financial problems : overspending in education , excessive public pensions and benefits , and a swollen state work force .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
159,4147,"The consensus choice for the competition 's winner was Romney , but the putatively liberal Edwards , who described preventing Iran from securing nuclear weapons as `` the greatest challenge of our generation , '' made a surprisingly strong showing .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,c,a,c,b,a,c,a,c
160,396,The economy failed to create enough jobs to either absorb the natural growth in the labor force or extend prosperity to disadvantaged Americans who were out of the labor force .,Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,a,a,c,c,b,a,a,a
161,693,"If you accept my Bush-as-Balaam analogy , you have no choice but to conclude that these guys who seem to believe that having free elections in Turkey , Palestine , Egypt , and elsewhere are going to advance their interests and help strengthen the influence of their `` democracy '' are actually helping create the conditions for our victory .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,a,b,a,c,c,b,a,a,b
162,3847,"Writing in The Weekly Standard last November , he argued that a procedure for bankruptcy could instantly reduce states ' bond debt and chop the fat out of bloated contracts with public employees by allowing states in default or in danger of default to reorganize their finances free from their contractual obligations .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
163,4201,"Progressives also could have been demanding redress , marching for jobs , barking at the banks , and thereby attracting millions of supporters , but most were peaceably getting to know the new administration , muting their criticisms of Wall Street , and hoping the stimulus bill would work .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,c,a,a,a,c,c,a,a,a,c
164,828,"But like other recent tax policy attempts to jump-start the housing market , it is likely that such changes would have unintended consequences and end up becoming different means of creating similar distortions in economic decision making .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,c,c,c,c,c,c,b,c,c,c
165,3836,"Third , it undermines confidence in American workers and businesses , eroding reliance on the hard work of millions of productive citizens to create wealth and opportunity .",Conservative,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,b,b,c,c,b,b,a,b
166,1021,"Many of these younger-culture descendants still argue that the creation of humans marked the creation of all things , and even today they fight to insert such teachings into public schools .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,b,c,a,c,c,b,b,a,b
167,989,We need an economic system that allows the poor to work their way out of poverty and allows entrepreneurs the freedom to create wealth for themselves and others .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,b,a,c,c,b,a,a,b
168,2079,"Or worse , they hold the view -- inherited from poststructuralists or the cultural Marxists of the Frankfurt School -- that pop culture is actively deceptive , giving people a false sense of satisfaction while `` producing forms of debased entertainment to numb the American people into submission to their capitalist masters .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,a,a,c,c,b,b,a,b
169,3507,"Reading between the lines , there are also at least two other sources of irritation : for a Jew , Christianity 's pragmatic success , and its often shameful means of `` overpowering '' Juda-ism , are rightly appalling the forced readings of the Hebrew Bible evident in the New Testament , along with the centu-ries of political oppression and public and private anti-Semitism .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,a,c
170,3925,"To calculate how much we should spend to avoid damage caused by climate change , we need to know how much the dollars saved in 2100 are worth in terms of dollars forgone today .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,c,c,c,b,a,c,c
171,126,"What was needed was both an ability to grasp this evil , but also a capacity for shrewd , calm , rational strategy in response , a capacity to resist the simple instinct to respond overwhelmingly in kind , or to deploy only blunt force as a weapon to defuse a metastasizing , complex political and religious cancer .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,c,a,c,c,b,a,c,c
172,3370,"Perhaps instead of fighting about tax cuts and tax increases , we 'll fight for a broad , positive agenda of economic security for families and a new role for the U.S. in the world , and revenues will become , once again , a consequence of other decisions .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,a,a,a,c
173,1585,"There were other conservative biases built into the study , such as ignoring empty and bombed-out houses , as Michael O'Toole pointed out , but no serious criticisms were made that would account for a significant over-estimate of deaths resulting from these methods .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,b,b,b,c,a,c,c,b,b,a,c
174,1305,"Indeed , every major political battle waged by the right in recent decades has been earthed in a story about the Constitution 's text and history : the attack on gun control , rooted in the Second Amendment ; the attack on environmental law , rooted in the Fifth Amendment ; and the attack on Obamacare , rooted in the Tenth Amendment .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,c,a,c,c,b,b,a,b
175,1431,"With threats of a mere $ 200 fine per violation , these colorful holes in the wall will likely continue to ignore the wishes of the National Hispanic Medical Association and Harvard University if it suits them .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,c,a,c,c,b,a,a,c
176,2825,"The result has been a classic perennial Washington issue that mostly serves to appease interest groups and enrich lobbyists , much like asbestos reform or tax loophole fights -- except , in this case , there are up to 1.5 million murdered innocents involved .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,a,a,c,c,b,a,a,c
177,3131,"Strategic public investments in research , education , and new-economy infrastructure like broadband and smart highways , as well as energy independence , are essential to sustaining a culture of innovation and strong institutional supports for technological change .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
178,2399,Nixon-era price controls exacerbated the problem and fuel shortages across the country led to economic turmoil and job loss .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,c,a,c,c,b,c,a,c
179,2046,"He writes that desiring a return to federalism is not wishful thinking : `` perhaps it is not altogether too romantic to hope that necessity , if not philosophy , will lead us to discover the robust federalism that in times past provided this nation with such extraordinary strength , flexibility , and freedom .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,b,a,c
180,1273,"ensures that advocates of freedom are n't confused with people who use market rhetoric to prop up an unjust status quo , and expresses solidarity between defenders of freed markets and workers -- as well as ordinary people around the world who use ` capitalism ' as a short-hand label for the world-system that constrains their freedom and stunts their lives .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
181,2177,"One of Rendell 's first initiatives after taking office in January 2003 was to establish the Pennsylvania Energy Harvest to allocate about $ 5 million a year in grants to companies to encourage investment in renewable energy sources , energy-saving production processes , and alternative energy production .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
182,1420,"The companies improved productivity , cut corners on quality , and pressured their own employees and suppliers ( who in turn tightened the screws on down the line ) .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,b,c,c,b,a,c,c
183,164,"Since taking office , Rendell has overseen the first state-level investments in pre-K , and been a stalwart champion for increasing that investment , but there has been a learning process here , too , about how to create a system for funding pre-K that everyone can agree on .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
184,3105,"Military confrontation , on the other hand , has only a certainty of creating a loss for all .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,b,c,a,c,c,a,a,a,c
185,611,`` The ultimate challenge of the 21st century is to also use soft diplomacy and economic empowerment strategies in winning friends and allies in the Muslim world to the cause of freedom and democratic development .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,a,a,c,c,b,a,a,a
186,3324,"Tea Party leaders are so colorful , and their protest signs are so nutty , that dismissing them is more attractive than engaging them .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,b,c,c,a,a,a,a
187,318,"Within a year of the shooting , the SCCC 's student affiliates wore empty holsters to protest for the right to carry concealed weapons on campus at 600 colleges nationwide .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,b,a,c,c,b,b,a,c
188,724,"The drying up and contamination of freshwater diminishes public wealth , creating investment opportunities for capital , while profits made from selling increasingly scarce water are recorded as contributions to income and riches .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,a,c
189,167,"San Francisco also has a working-families credit ( a $ 100 wage supplement for families eligible for the federal Earned Income Tax Credit that includes public-transit discounts and other benefits ) and mandatory paid leave for all private employees ( including part-time and temporary workers ) when they are sick , need medical care , or need to care for their family members .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,a,a,a,a
190,1372,But Kansas needs to quit giving Connecticut a free pass : rather than framing the fight over issues in the `` culture wars '' -- as important as those may be -- Kansas needs to stop allowing Connecticut to pay a middleman to assuage its guilt .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,b,a,b
191,2269,"In short , the wealthy and corporations would prefer a depressed and stagnant economy to a growing one led by state policies , if those in any way jeopardized their control over the government and their dominant position in society .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,b,c,c,b,a,a,b
192,858,"This preference is evident in domains dominated by simple tastes-fast food and moronic movies , revved-up spectator sports and dumbed-down video games , all of which are linked into the nexus of consumer merchandising that the infantilist ethos nurtures and promotes .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,c,a,c,c,b,b,a,b
193,80,"More troublesome , because it 's more recent than a 32-year-old book , is Holdren 's involvement in `` Climategate , '' the deliberate manipulation of scientific data , the stonewalling of Freedom of Information requests , and the overall propaganda efforts of scientists charged with studying the causes and effects of climate change .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,b,a,b
194,3934,"Robbed of those who would have otherwise signaled the impending assailment on the freedom of the press , Americans will more easily be led down the soft-sloping , gradual decline leading toward absolute subjection to an all-powerful feudal federal authority .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,b,c,c,b,b,a,b
195,2113,"When Treasury Secretary Henry Paulson presented his rescue plan for Fannie Mae and Freddie Mac in July , he claimed that the pledge of government support for the two GSEs would restore market confidence , making it easier for them to raise capital and to continue borrowing at favorable rates .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,c,a,c,c,b,c,c,c
196,460,We are permitting the destruction of millions of American lives because we also lack the knowledge and understanding to treat and to cure addiction and the social forces that not only permit but often encourage drug and alcohol addiction .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
197,2165,"Yes , of course , the studios , with greater or lesser degrees of enthusiasm , make other things besides spectacles -- thrillers and horror movies ; chick flicks and teen romances ; comedies with Adam Sandler , Will Ferrell , Jennifer Aniston , Kathe-rine Heigl , and Cameron Diaz ; burlesque-hangover debauches and their female equivalents ; animated pictures for families .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,a,c,c,c,c,b,b,c,c
198,2327,"Far from blaming the poor for their ills , he wrote , `` the real explanation of why the poor are where they are is that they made the mistake of being born to the wrong parents , in the wrong section of the country , in the wrong industry , or in the wrong racial or ethnic group .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,b,c,c,b,a,a,a
199,3382,"Abstract : Even though homeownership rates for African Americans are lower , and even though a `` segregation tax '' is in play because homes appreciate far more slowly in minority or even integrated neighborhoods , housing wealth is still a more prominent engine of wealth for African American families .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,c,c,a,c,c,b,a,a,c
200,2919,Fifty-nine percent wrongly thought the law creates a government-run health-care plan ; 40 percent believed it creates `` death panels '' ( another 15 percent were `` unsure '' ) ; and 45 percent thought the law cuts benefits to those on Medicare . '',Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,b,c,a,c,c,b,b,c,c
