,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
116,5725,"premise: They sat down at the table to not touch or finish pansy's dinner.

hypothesis: They settled at the table to make short work of pansy's dinner.",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,b,b,b,c,c,c,a,c,a,b,a,a,b
117,4788,"premise: Can't you establish communication with him in any way?

hypothesis: Isn't there any way for you to get in touch with him?",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,a,b,b,b,a,a,a,c,a,a,b,d,b
118,2455,"premise: I found that the secretary from the insurance claims company is staying late to work hard on a project or task with the janitor.

hypothesis: I found that the secretary from the insurance claims company is staying late to burn the midnight oil with the janitor.",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,c,b,b,b,a,a,a,c,a,b,a,a,b
119,7334,"premise: After several ales in one pleasant drinking abode caradas resumed his search but did not have to search any longer or look in any other place than the second tavern he went into.

hypothesis: After several ales in one pleasant drinking abode caradas resumed his search but need look no further than the second tavern he went into.",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,a,b,b,b,d,a,a,c,a,b,b,a,b
120,2004,"premise: She had done something to him, made him feel dizzy and extremely ill to the point of vomiting afterwards.

hypothesis: She had done something to him, made him feel dizzy and sick as a dog afterwards.",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,b,b,b,b,a,d,a,c,a,b,b,d,b
121,1051,"premise: Because you're a smart, pretty woman who I suspect is a lot of fun once you stop worrying about being dignified or behaving correctly and just relax and enjoy yourself.

hypothesis: Because you're a smart, pretty woman who I suspect is a lot of fun once you let your hair down.",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,b,b,b,b,d,a,a,d,a,b,b,a,b
122,5783,"premise: We already know for sure whether he is innocent or guilty in the matter and more time passing won't change that fact.

hypothesis: As to his true innocence or culpability in the matter, only time will tell.”",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,a,b,b,c,a,a,a,c,a,b,b,a,b
123,2231,"premise: I didn't mean to make this as easy as possible.

hypothesis: I didn't mean to make heavy weather of this.",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,a,d,b,b,a,a,a,c,a,b,a,a,b
124,3307,"premise: They were all graduates and had a lot of experience working in various capacities and not just student jobs.

hypothesis: They were all graduates and apart from some student jobs, had never been at the coalface.",Idiom,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",a,c,c,b,c,a,a,a,c,a,b,b,b,b
125,7054,"premise: He felt a sudden intense pain through his leg.

hypothesis: He felt a sudden red pain through his leg.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,b,b,b,d,a,c,a,b,b,d,b
126,3820,"premise: Everyone used to love you.

hypothesis: You were the golden boy back then.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,d,a,c,a,b,b,a,b
127,5529,"premise: Life is an obstinate reality.

hypothesis: Life is just a dream in the night.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,d,c,c,b,a,c,a,b,b,b,b
128,7106,"premise: Avon steps carelessly .

hypothesis: Avon treads warily .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,b,d,d,a,a,c,a,b,b,d,b
129,2304,"premise: In addition to her job, she had to take care of her children.

hypothesis: She had to juggle her job and her children.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,d,b,b,b,a,a,c,a,b,b,a,b
130,7033,"premise: Adam closed the front door and stood there for a moment as if he could not pull himself away .

hypothesis: Adam closed the front door and stood there for a moment as if he could not wrench himself away .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,d,d,a,c,a,b,d,d,b
131,3874,"premise: Oh , and there 's one more thing you can be sure of ,, he added cheerfully.

hypothesis: Oh , and there 's one more thing you can be sure of , ’ he added sourly .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,c,c,c,c,a,c,a,c,c,c,b
132,1030,"premise: if you can overcome the sea of minor problems you can focus on what matters.

hypothesis: If you are drowning in a sea of minor problems you cannot focus on what matters.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,c,b,b,b,b,a,c,a,b,b,b,b
133,3746,"premise: The ex-slave died just a few months after gaining her freedom.

hypothesis: The ex-slave found freedom shortly before she died.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,d,b,a,a,d,a,b,b,a,b
134,3646,"premise: Which horse are you betting against?

hypothesis: Which horse are you backing?",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,d,b,c,a,a,a,b,a,b,b,a,b
135,7285,"premise: I was unemployed.

hypothesis: I was swamped with work.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,c,c,a,a,c,a,b,a,a,b
136,5019,"premise: Julia was an small pizza with welcoming toppings, and frankly, I was too hungry.

hypothesis: Julia was an overbearing pizza with condescending toppings, and frankly, I was on a diet.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,a,c,c,c,a,c,a,b,c,a,b
137,6954,"premise: He hated to see or experience failure.

hypothesis: He hated the stench of failure.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,a,b,d,a,a,c,a,b,b,a,b
138,6601,"premise: The tax cut will do more harm to the economy.

hypothesis: The tax cut will uplift the economy.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,d,c,c,c,a,c,a,b,b,a,b
139,49,"premise: ‘ We 've had more paperwork , not less , since the trust took over , ’ Buzz said harshly .

hypothesis: ‘ We 've had more paperwork , not less , since the trust took over , ’ Buzz said tartly .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,a,c,c,c,a,c,a,c,c,c,b
140,2823,"premise: The stars seemed to have lost their sheen on the night sky.

hypothesis: Every star seemed to burst with new intensity.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,b,d,b,a,c,a,b,b,b,b
141,4874,"premise: I was experiencing extreme changes in my feelings.

hypothesis: I was on a rollercoaster of emotions.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,b,a,c,a,b,b,b,b
142,813,"premise: The wildfire got extinguished after spreading over forest like hell fire.

hypothesis: The wildfire ravaged through the forest at an amazing speed.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,d,a,c,a,b,b,b,b
143,1633,"premise: Earthquake hath resisted deeply its tale on them.

hypothesis: Earthquake hath pressed deeply its tale on them.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,b,c,d,a,a,c,a,b,b,b,b
144,554,"premise: The crisis has made life almost unbearable.

hypothesis: With the crisis the bubble exploded.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,b,b,a,c,a,b,b,b,b
145,4256,"premise: The Oaths of homage and loyalty has diminished.

hypothesis: Oaths of homage fiercely won.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,c,c,a,a,c,a,b,b,b,b
146,6106,"premise: Her face was not visible and she didn't give any answer.

hypothesis: Hid her face , but  made  no answer .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,d,a,a,a,a,c,a,b,b,a,b
147,2130,"premise: We refused money into the education of our children.

hypothesis: We streamed money into the education of our children.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,d,c,c,c,a,c,a,b,b,a,b
148,4168,"premise: The weeks passed slowly until we could meet again.

hypothesis: The weeks crawled by until we could meet again.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,d,b,b,d,a,a,c,a,b,d,d,b
149,7528,"premise: The cigarettes cured his health.

hypothesis: The cigarettes snuffed his health.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,d,c,c,c,a,c,a,b,b,b,b
150,5168,"premise: £45,000 was the asking price and I was not astonished that the sale eventually took place .

hypothesis: £45,000 was the asking price and I was not surprised that the sale , so to speak , hung fire .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,d,d,a,b,a,c,a,b,b,a,b
151,3275,"premise: As I walk through the grey mist that blocks my sight.

hypothesis: As I walk through the grey mist that tempers my sight.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,b,b,a,c,a,b,b,d,b
152,519,"premise: The wheel has gone off its axis and everything changed now.

hypothesis: The wheel has come full circle.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,b,b,a,c,a,b,b,a,b
153,2870,"premise: He was unaffected by the terrible illness but it still killed him.

hypothesis: He was gripped with a terrible illness that killed him quickly.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,a,a,a,c,a,b,b,b,b
154,5030,"premise: There was no sound of loud alarm when I woke up this morning.

hypothesis: My alarm yelled at me this morning.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,a,c,c,a,a,c,a,b,c,a,b
155,2294,"premise: The car crushed a toy.

hypothesis: The car pummeled the toy.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,d,a,a,c,a,b,b,a,b
156,3335,"premise: Paula tried to act all nonchalant by sitting on the cutting table in an elevated position.

hypothesis: Paula perched herself against the cutting table trying to look nonchalant .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,d,d,a,a,c,a,b,b,d,b
157,1632,"premise: They had to mess things out until the Duke arrived.

hypothesis: They had to ration things out until the Duke arrived.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,c,a,a,a,c,a,b,b,a,b
158,5868,"premise: The level of the water had increased in the reservoir because of the lack of rain.

hypothesis: The lack of rain had depressed the water level in the reservoir.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,a,a,a,c,a,b,b,a,b
159,5824,"premise: The music breaks to a crescendo.

hypothesis: The music accumulates to a crescendo.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,c,d,a,a,c,a,b,d,d,b
160,4951,"premise: Avoided the rugged hills.

hypothesis: Touched the rugged hills with smoothness ,",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,d,c,d,d,a,c,a,b,b,d,b
161,3195,"premise: He brought new life into the old house.

hypothesis: He breathed new life into the old house.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,d,a,c,a,b,b,b,b
162,817,"premise: The blades of grass were soft and gentle.

hypothesis: Each blade of grass was a bayonet pointed firmly at our bare feet.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,c,c,b,a,c,a,b,b,b,b
163,4919,"premise: The company promoted him after many years of service.

hypothesis: The company dumped him after many years of service.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,d,c,c,c,a,d,a,b,c,c,b
164,6679,"premise: The dimples on his cheeks disappeared.

hypothesis: Dimples nestled in his cheeks.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,d,d,a,c,a,b,b,d,b
165,7023,"premise: The dead and withered apples  of light hang from the street’s long bough dripping their light on the faces that drift below.

hypothesis: The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,d,b,d,b,a,c,a,b,b,b,b
166,637,"premise: You have to deal with the very things that scare you to overcome your fears.

hypothesis: You have to head straight into your fears to win them.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,b,a,a,c,a,b,b,a,b
167,2194,"premise: The rich man's heart was unemotional.

hypothesis: The rich man had a cold heart.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,a,a,c,a,b,b,b,b
168,3147,"premise: The faint perfume scent stagnating from her hair.

hypothesis: Of that faint fragrance rising from her soft hair.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,d,a,c,a,b,b,d,b
169,1966,"premise: Jianna avoided all of my arguments.

hypothesis: Jianna shot down all of my arguments.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,d,a,b,a,a,a,c,a,b,b,a,b
170,2084,"premise: Life is very difficult to understand and it poses many problems which needs to be solved.

hypothesis: Life is a foreign language: all men mispronounce it.”.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,b,b,b,a,c,a,b,b,b,b
171,324,"premise: Thinking about how the problem originated is essential.

hypothesis: I think we should think about the roots of the problem.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,d,a,a,c,a,b,b,a,b
172,513,"premise: Since once they reach the ground, humans just forget about it.

hypothesis: As they strike the ground, they are effaced.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,b,b,b,a,c,a,b,b,b,b
173,6956,"premise: My vengeance shall reach him.

hypothesis: That my vengeance shall not  reach  him ! .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,c,a,c,c,c,a,c,a,b,c,c,b
174,2406,"premise: My life started thirty years ago.

hypothesis: I embarked on life thirty years ago.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,b,a,a,c,a,b,b,a,b
175,659,"premise: He crushed remorse and pushed down despair.

hypothesis: He crushed remorse and stifled down despair.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,d,a,a,c,a,b,b,a,a
176,754,"premise:  The train horn  ruin the peaceful environment.

hypothesis: The train horn disemboweled the peace.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,a,a,a,c,a,b,b,b,b
177,990,"premise: The music that played in the background.

hypothesis: The music frolicked in the background.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,d,b,d,d,a,c,a,b,b,d,b
178,633,"premise: The spasm convulses her facial muscles.

hypothesis: The spasm twists her facial muscles.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,b,b,d,a,a,c,a,b,b,d,b
179,4436,"premise: But nature shaped it imperfect ever.

hypothesis: But nature molded it imperfect ever.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,d,a,a,c,a,b,b,d,b
180,7239,"premise: You have to hope that the blankess will be come again and life will be a mess.

hypothesis: You have to hope that its blankness will slowly dissolve and let life in .",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,b,b,a,c,a,b,b,b,b
181,328,"premise: Please eat a little bit quicky.

hypothesis: Don't bolt your food!.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,d,c,a,a,a,c,a,b,a,a,b
182,7119,"premise: Experiencing great joy was Mudjekeewis.

hypothesis: Filled  with joy was Mudjekeewis.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,d,b,d,a,a,c,a,b,b,d,b
183,6073,"premise: The harsh criticism of his work made him ecstatic.

hypothesis: The bad review of his work deflated his self-confidence.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,c,c,a,a,d,a,b,b,a,b
184,1101,"premise: They went around giving each other away.

hypothesis: For they  kept  each other 's counsel ,",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,c,c,c,a,c,a,b,b,a,b
185,1906,"premise: She thinks its funny to end her lecture with a joke.

hypothesis: She garnishes her lectures with joke.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,b,d,a,a,c,a,b,b,a,d
186,3309,"premise: The sudden fame made her totally go crazy with ego.

hypothesis: The sudden fame burst forth her ego.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,d,a,c,a,b,b,b,b
187,6873,"premise: They have not categorized the things out until the Duke arrived.

hypothesis: They had to pigeonhole things out until the Duke arrived.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,c,b,b,a,a,a,c,a,b,b,a,b
188,5186,"premise: A star tops the Christmas tree which stands for the star of Bethlehem.

hypothesis: A star christens the Christmas Tree.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,b,b,a,c,a,b,b,a,b
189,4002,"premise: The warrior was brave and strong on the battlefield who never gives up.

hypothesis: The warrior was a lion on the battlefield.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,d,b,b,d,a,c,a,b,b,b,b
190,720,"premise: She is living in a confused state.

hypothesis: She is fishing in troubled waters.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,b,b,b,b,a,c,a,b,a,a,b
191,3545,"premise: The fruits are preserved in eternity.

hypothesis: The fruits are crystalized in eternity.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,b,b,b,b,a,c,a,b,b,b,b
192,1084,"premise: The politician harmed his rival politically.

hypothesis: The politician clawed his rival.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,b,b,b,a,a,c,a,b,b,b,b
193,2862,"premise: She was in her middle age, therefore she lost her zest for adventure and hence travelling.

hypothesis: Middle age cut down her appetite for travel.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,d,a,a,c,a,b,b,a,b
194,5470,"premise: Take a responsibility off someone by easing their burden.

hypothesis: Lay a responsibility on someone.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,b,b,a,a,a,c,a,a,b,a,b
195,4401,"premise: His eyes were glued onto their tracks .

hypothesis: On their tracks his eyes were  fastened  ,",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,b,b,a,a,a,c,a,b,b,d,b
196,2719,"premise: Because of so much pressure the government succumbed and did what the military ordered them to do.

hypothesis: The government bowed to the military pressure.",Metaphor,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,d,b,b,a,a,a,c,a,a,b,a,b
