,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
123,1189,user: What page is this? Why was it deleted?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,b,b,a,c,c,a,b,b,b
124,1723,"user: Just to let you know, there's a <url> now. I don't know, is this mimicry allowed on Wikipedia?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,c,b,a,b,b,b,a,c,b,a,b,b,b
125,4071,user: Where did you learn English? How come you're taking on a third language?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,c,b,c,a,a,b,a,c,b,a,b,b,b
126,2083,user: PS - surprised you didn't make the annoucement in your blog.  Trying to fool your hordes of devoted readers?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,b,c,c,a,c,c,a,c,a,b
127,2053,"user: Wow, you waited a whole ten minutes. What's the problem?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,c,a,c,a,a,c,c,a,c,b,b
128,2007,user: Why on earth have you deleted the article on the <url>?  Can you please undelete it?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,a,a,c,c,a,a,a,b
129,2367,"user: Since your last warning to BigBang19, he's continued to vandalize the ''Punk'd'' article, undoing the grammatical corrections I made some time ago, and inserting irrelevant, non-noteworthy material about Kuthcer's observence of Jewish holidays and his marriage to Demi Moore.  Can someone block this person for a period of more than just 24 hours so that he gets the message?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,c,a,c,a,c,c,a,b
130,1388,user: I asked it before but I'm asking it again: Was it a Basque state? Can we say that?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,b,b,b,a,c,c,a,b,a,b
131,603,"user: Unless you provide a wikipedia article, with solid references od proof of notability of the term, I am going to delist it. I ave no doubts that there was a dilike of Portugals (like any other major nation), but was this word in notable circulation?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,a,c,a,c,a,c,b,a,b
132,3341,"user: Actually, I counted 2 sets of <url>.  Can he be blocked for 48 hours?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,a,b,a,c,a,c,c,b,b
133,18,user: Oh and you seem to have deleted half of the stuff on <url> ... I presume this was a mistake?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,a,a,a,a,c,c,a,b,b,b
134,3766,"user: And if you use Coulson you would probably have to say ""According to Coulson..."". Have you read <url> yet?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,a,b,a,b,a,c,b,a,b,b,b
135,1038,"user: Since I have not been able to get an answer to this on the project page, let me ask you directly: Did you receive Durova's ""secret evidence"" prior to the blocking of <url>?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,b,a,a,a,c,a,a,c,a,b
136,2028,"user: BTW, I'm amazed that he has the gumption to show his mug after <url>. And do you have the balls (metaphorically or otherwise) to place a hatnote above his article linking to that term?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,c,c,c,c,c,c,a,c,b,c,c,b,b
137,3961,user: You see how time consuming and annoying it is when a person keeps on telling you to provide a source. Why do you want ''Michael'' to be just another compilation album?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,c,c,c,c,c,c,a,c,a,c,c,b,c
138,2670,"user: You're right, but loosing it because of Devanampriya, of all users, would be quite a shame for Wikipedia. Don't we have to make a stand against ignorance, partisan POV-pushing and constant incivility?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,a,a,c,a,c,c,a,a
139,648,"user: I will say this, though, in the form of a suggestion: it makes me a bit uneasy to see you so involved and sometimes argumentative in your nomination. Why not step back and let the community do its thing?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,b,a,a,a,c,a,c,c,a,b
140,3696,user: What for did you analyse the two ArbCom cases Piotrus-Ghirla and Eastern European dispute? Was that suggested to you by Sciurinxe6 during your off-wiki discussions for 20 days?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,b,b,b,a,c,a,a,c,b,b
141,907,"user: Reading your help desk comment, I'm totally confused now. Was it 2005 or 2006?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,b,a,b,a,c,b,a,b,a,c
142,2496,"user: Now I'm confused--did I miss something? Who was talking about G1, and who was talking about IP blocks?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,b,a,b,a,c,c,a,b,b,b
143,3991,"user: Isn't this section ""Vatican Responses""? How come the wordings are not fact-based but seem to have devolved into media perceptions of the Vatican responses?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,c,a,b,a,c,a,a,b,b,b
144,487,"user: No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,b,a,c,a,a,c,b,b
145,1857,user: Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  Or did you not even bother to research before making such claims?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,a,a,c,b,a,c,b,b
146,2925,user: You said other sources supported the info in the infobox yet you did not indicate what sources. And why can't we use a primary source for his birth date?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,a,a,c,b,a,b,a,b
147,2511,"user: Hi. The original link (http://www.lgso.org.uk/index.htm) gives a 404 error, but the amended URL (http://www.lgso.org.uk/) works for me, so why do you say it's still dead?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,c,b,a,b,a,a,a,c,b,a,b,a,a
148,1384,"user: Let me know what you'd like me to do. Are you/anyone thinking of copying over the temporary copy wholesale or in parts; destroying the edit history of either, both or neither..?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,b,b,a,a,c,a,a,b,a,b
149,1211,"user: Yesterday you undid an edit of mine (on the <url> article). What did you mean by ""a COI link""?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,a,a,a,c,a,a,b,b,b
150,1923,"user: Well, look again! Does ''<url>'' look like a dictionary-definition page to you?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,b,c,b,a,c,c,a,c,b,b
151,891,"user: Hey, can you block this moron from editing the IIHF Page? Or what can i do in such cases?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,b,a,c,c,a,c,b,b
152,2263,user: I replied to you <url> but you didn't answer. Did you not see it?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,a,a,a,a,c,c,a,b,a,b
153,1863,"user: I certainly think more things should be deleted from enwiki, but TheCommunity(tm) is fickle. Are you complaining about something ''I'' did?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,b,c,a,a,c,c,a,b,b,b
154,3724,"user: SudoGhost, just a question. Do you think that simply calling someone's edits disruptive is very specific?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,b,a,a,c,b,c,b,b,b
155,358,"user: And I guess with exception of 7 countries that recognize same-sex marriage, everybody else would end up in ""homophobia"" category. Or what would be the threshold?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,c,b,b,b,b,b,a,c,b,c,c,b,c
156,4174,user: Wassat? LeaveVissToYou?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,c,a,c,c,a,b,b,b
157,674,"user: I thought that, when some informations are mentioned about in ''desperate housewives'', it is a reliable source? So, in your way of thinking, Susan Mayer maiden name is not Bremmer or something like that?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,c,b,c,a,c,c,a,b,a,b
158,3858,user: You also seem somedeal similar to <url>. Not logging in is not sockpuppetry but do you acknowledge that User:64.194.44.220 is you?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,c,b,b,c,a,c,b,a,c,b,a
159,3173,"user: OK, I'll bite. How is ''Matt ""Dirty"" Sanchez'' to be construed as anything other than a personal attack?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,c,a,c,b,c,c,b,b
160,3901,user: Depends; do you care deeply about image policy? Or are you an incurable masochist?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,b,c,c,a,c,a,a,c,b,b
161,12,"user: Thanks, but I believe I've covered the sustance. Could you also get Beeblebrox to strike the ""Mr"" insult, unless he was doing it deliberately?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,a,c,a,a,c,a,a,b,a,b
162,354,"user: What's your issue with noting the copyright registration date for this piece?  Also, could you point me to the consensus you mentioned?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,b,a,a,a,c,b,a,b,a,b
163,984,user: This is irritating. What browser are you using?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,a,a,c,b,a,c,b,b
164,3490,user: How can you possibly know that? Have you tried to find additional content and failed to find it?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,b,c,a,a,c,c,a,c,b,b
165,4043,user: Are you saying you have never edited as anything else? What brought you to that particular article?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,b,a,a,a,c,a,a,b,a,c
166,4221,"user: On an unrelated note, the bot is listing arbitrary breaks in AfDs as separate open AfDs.  Any way to prevent that from happening?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,c,b,a,b,a,c,b,a,b,b,b
167,1695,user: I don't know of any such tools. Have you tried posting your concerns to <url>?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,a,a,a,c,c,a,b,b,b
168,596,user: Well I came to the same conclusion as Rpyle731. Perhaps a trip to the talk page is in order?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,c,a,a,a,a,c,b,a,b,a,a
169,44,user: Who deleted it? Would I be violating due process if I undeleted it?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,a,b,b,b,a,c,c,c,b,b,b
170,3857,user: But that doesn't follow <url>.  Perhaps you can discuss the idea there?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,a,a,a,a,c,c,a,b,a,b
171,1341,user: The Olbermann thing is being discussed on the <url> talk page.  Do you have anything to add?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,a,a,a,c,c,a,b,b,b
172,4130,"user: The Radical Afrocentric Historiography article is now redirecting to Afrocentrism, on the basis it seems that its a subsection of Afrocentrism. Where else would like me to put it?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,a,b,a,a,a,c,c,a,b,b,b
173,2521,"user: Perhaps an essay could clarify this? ""Be Assertive, not Aggressive"", or ""Act like a Professional""?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,a,a,a,b,a,c,a,c,c,b,a
174,4077,"user: Thanks for your reply. You are, I take it, aware that you can be blocked for disruptive editing?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,c,a,a,a,a,c,c,a,b,b,b
175,304,"user: Also, what's the point on being adopted by another user? It sounds good and I'd like to be adopted, though I'd don't exactly know what I or the adopter would get out of it?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,b,b,a,c,a,c,b,b,a
176,1638,"user: Hi again!  Per your <url>, I'll leave questions here, which actually leads me to a question, hehe;  why would you want users to bring RfA discussion to your talk page rather than keeping it in a centralised viewable location on the RfA page where users are encouraged to submit questions for optional response by the candidate?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,a,b,b,a,a,c,a,a,b,a,b
177,2179,"user: Hi, I see from your post at the reference desk, which I saw from your post at <url>, about times for locating wreckage (by the way, I posted a list of biggies I could find record of that have never been found) that you have read the above article. I have recently started converting some stuff ther that was still in present tense to past tense, in preparation for a push towards the article becomming our first air disaster FA (not counting ''<url>'', of course) and was wondering: as someone who knew nothing about the crash before, and has just read the article, do you think it's possible?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,a,b,a,a,a,c,a,a,b,a,b
178,4140,user: You're obviously an experienced editor.  Am I correct that this is not your first (or only) user name?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,a,b,a,a,a,c,b,a,b,a,b
179,1693,"user: Looking at Kotorkid's contributions on <url>, three hours seems too short for a block.  Considering that their three and only edits were all vandalism, would you support an indef-block for vandalism-only account for them?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,c,c,b,b,a,c,a,c,b,b,b
180,2581,"user: I suppose that there is nothing to be done about it, but Jamesd1 just buried a direct question to him, about compromise, under a long discussion about Alice Bailey's supposed religious views  (Bailey was not a Christian) that belong on a Bailey discussion forum, not on this article's talk page. Does not Wikipedia have some way to resolve editing situations in which editors refuse to compromise and end the arguing?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,c,c,b,c,a,c,a,c,c,b,a
181,555,user: I would like to create a few plots. Where can I access the geologic temperature record raw data?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,a,b,a,c,a,a,b,b,a
182,2279,"user: <person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,a,a,a,a,c,a,a,b,b,a
183,250,user: I used <url> as precedence. Thoughts?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,a,b,b,b,a,c,c,a,b,b,b
184,2974,user: I have done every thing you have asked and I have attempted to gain a better understanding of how to do this in the future. Please tell me exactly what I can do to prove my ownership?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,a,a,a,a,a,c,c,a,b,a,b
185,3982,"user: That sounds like they are just ""general use"" of the word, so in each article delink and (if needed) explain that, in this context, diaphragm means a divider - or just rewrite without the word diaphragm, or use a link to wiktionary. In fact, should linking to wiktionary be a standard way to clear up some of the links to dab pages?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,a,b,b,a,a,c,a,a,b,b,b
186,4234,"user: Despite our long-standing disagreement, I have no argument with you <url>. However, can I suggest you use a less opaque edit summary than  ''added info'' when doing something that is nonetheless controversial?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,a,a,a,a,c,c,a,b,a,b
187,1598,user: My request to move the Jotated A (Cyrillic) article to A iotified has generated a bit of <url>.  I wondered if you wanted to express an opinion?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,a,a,a,c,b,a,b,a,b
188,4196,"user: Ok, why was it wrong??",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,c,b,a,a,a,c,c,c,c,b,b
189,3583,"user: One last thing, I noticed that Astro's gender is given as male. Is this erroneously placed?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,a,a,b,a,c,b,a,b,a,b
190,3218,"user: While you are absolutely free to vote however you choose, FAC requires you lodge actionable objections and your objection as it stands right now is quite vague. Could you please specify it so I can take action and possibly reverse your vote?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,a,a,a,c,a,a,c,a,b
191,533,"user: Lol, yes, simply! I would have no objection to something like this ""According to "".... Records"" the song was sent to mainstream radio as the official third single in may."" OR something?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,b,b,a,a,a,b,a,c,b,a,b,a,b
192,445,"user: I guess I must have misunderstood, sorry for that. Exactly what do you mean by having my promise to not use the tools for a year enforced by a bureaucrat?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,c,a,a,a,a,c,a,a,b,b,b
193,1474,user: My contribution tried to show the impression to others I'am only trying to improve spelling. What's the difference between personel and persona?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,c,c,a,a,b,a,c,a,c,b,b,a
194,2412,user: You say; ''I don't preview TfD before I close it each day.''  How do you then determine consensus?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,c,b,b,b,a,c,b,a,b,b,b
195,2924,user: I have also used WP:RM for Norway attacks. Which one would be faster?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,a,b,a,c,b,a,b,b,b
196,1649,user: It's archived onto CD; I'll have to search it out. Suggestion on what you'd like to see in the way of resolution?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,a,a,a,a,c,b,a,b,b,b
197,4021,user: I tried searching for that link in the section that I was editing and it wasn't there I didn't edit from the top but just from the section. Does the filter only look inside the section or is it based on the whole talk page?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,b,b,a,c,c,a,b,b,b
198,197,user: Can we ask people to comment at the FAC? Like i did when i nominated her discography?,0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,a,a,a,c,c,a,b,b,b
199,4124,"user: Thanks for starting my page for me, that was very sweet of you. ^_^ But is editing my user page the same thing as editing a gaming article?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,a,a,a,a,a,c,c,a,a,a,b
200,2172,"user: I spotted a comment you made at the Help Desk discussion page: ""I'm in the process of sweeping Wikipedia of links to all its question answering departments, and replacing them with a single link in each location to route all questions traffic through an upgraded Wikipedia:Questions page."" Do you mind me asking how you ""sweep"" Wikipedia of all those links? How do you find them all?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,a,a,a,a,c,a,a,b,a,a
201,1747,"user: Unfortunately, on the topic you have chosen, the excellence of what you are doing is far from the only issue. Are you producing an excellent article of a kind that should not actually be in Wikipedia but in some other more specialized project?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,c,b,a,b,b,b,a,c,c,a,c,b,b
202,3846,"user: When you say ""thrown off"" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or do you mean they were helpful in creating them?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,c,b,b,b,a,c,a,c,b,a,b
203,428,"user: I read the article and can see where it already addresses some of his reliabilty issues. I guess that as long as it was clear that the quotes were from his autobiography and if any other info on the lack of collaboration (from the intro or foreword of the new edition of his autobiography) were included, I think it would be OK. Is there a lot of material to add that is only in his autobiography?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,a,b,a,a,a,c,a,c,b,a,a
204,2308,"user: Your block of the <url> article came immediately after three edits that blanked sourced content without any explanation. These edits were unrelated to the edit war that got the article blocked, so could you please to restore the content?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,a,a,c,a,a,a,c,a,a,a,a,b
205,2877,"user: I'm serious, I just don't want a mistake to happen to another person that happened to my friend.  By the way, does he violate <url>?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,c,a,a,b,a,c,c,a,b,b,b
206,4053,"user: If it works consistently, a printonly abbreviation would make sense. But how many editors would actually see that form to catch problems should they arise?",0,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",b,a,b,b,b,b,b,a,c,c,a,b,b,b
